tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-03-31,Jakarta Barat,Malam,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Selatan,Malam,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Kepulauan Seribu,Malam,Hujan Lokal,75 - 100,24 - 33
2017-03-31,Jakarta Pusat,Malam,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Utara,Malam,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Timur,Dini Hari,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Barat,Dini Hari,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Selatan,Dini Hari,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Kepulauan Seribu,Dini Hari,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Pusat,Dini Hari,Cerah Berawan,75 - 100,24 - 33
2017-03-31,Jakarta Utara,Dini Hari,Cerah Berawan,75 - 100,24 - 33
